"","School.Year","Borough","Geographical.District.Code","Register","X..Schools","Major.N","Oth.N","NoCrim.N","Prop.N","Vio.N"
"1792","2014-15","Q",29,"195",1,"0","0","0","0","0"
"1793","2014-15","Q",28,"609",2,"0","0","1","0","0"
"1794","2014-15","Q",26,"533",1,"0","0","0","0","0"
"1795","2014-15","Q",27,"684",1,"0","6","10","4","1"
"1796","2014-15","Q",27,"994",1,"1","0","5","0","1"
"1797","2014-15","Q",27,"390",1,"0","1","0","1","0"
"1798","2014-15","Q",26,"603",1,"0","0","0","0","0"
"1799","2014-15","Q",27,"217",1,"0","0","0","0","0"
"1800","2014-15","Q",24,"1131",1,"0","0","1","0","0"
"1801","2014-15","Q",28,"787",1,"0","0","0","0","0"
"1802","2014-15","Q",27,"250",1,"0","0","0","0","0"
"1803","2014-15","Q",29,"511",1,"0","0","0","0","0"
"1804","2014-15","Q",27,"684",2,"1","1","5","2","0"
"1805","2014-15","Q",28,"597",1,"0","0","1","0","0"
"1806","2014-15","Q",28,"496",1,"0","0","0","0","0"
"1807","2014-15","Q",27,"413",1,"0","0","0","0","0"
"1808","2014-15","Q",24,"988",1,"0","0","0","0","0"
"1809","2014-15","Q",29,"503",1,"0","3","3","2","1"
"1810","2014-15","Q",27,"1232",1,"0","0","0","0","0"
"1811","2014-15","Q",24,"2278",1,"0","5","2","2","2"
"1812","2014-15","Q",27,"927",1,"1","1","0","2","0"
"1813","2014-15","Q",27,"1360",1,"0","0","0","0","0"
"1814","2014-15","Q",27,"657",1,"0","0","0","0","0"
"1815","2014-15","Q",27,"547",1,"0","1","0","1","0"
"1816","2014-15","Q",26,"887",1,"0","1","0","1","0"
"1817","2014-15","Q",24,"739",1,"0","0","0","0","0"
"1818","2014-15","Q",30,"1159",1,"0","0","0","0","0"
"1819","2014-15","Q",30,"1029",1,"0","0","0","0","0"
"1820","2014-15","Q",24,"874",1,"0","0","2","0","0"
"1821","2014-15","Q",28,"851",2,"2","2","6","0","3"
"1822","2014-15","Q",24,"1902",1,"0","0","2","0","0"
"1823","2014-15","Q",26,"1047",1,"0","1","1","1","0"
"1824","2014-15","Q",24,"520",1,"1","1","1","2","0"
"1825","2014-15","Q",30,"556",1,"0","0","2","0","0"
"1826","2014-15","Q",25,"1017",1,"0","0","1","0","0"
"1827","2014-15","Q",28,"594",1,"0","0","1","0","0"
"1828","2014-15","Q",24,"950",1,"0","0","1","0","0"
"1829","2014-15","Q",28,"657",1,"0","0","0","0","0"
"1830","2014-15","Q",30,"368",1,"0","1","0","1","0"
"1831","2014-15","Q",30,"580",1,"0","1","0","1","0"
"1832","2014-15","Q",28,"942",1,"0","0","0","0","0"
"1833","2014-15","Q",24,"563",1,"0","0","1","0","0"
"1834","2014-15","Q",24,"1097",1,"0","0","0","0","0"
"1835","2014-15","Q",24,"1974",1,"1","0","0","1","0"
"1836","2014-15","Q",27,"856",1,"0","1","0","1","0"
"1837","2014-15","Q",24,"848",1,"0","0","0","0","0"
"1838","2014-15","Q",24,"1185",1,"0","1","3","1","0"
"1839","2014-15","Q",26,"381",1,"0","0","0","0","0"
"1840","2014-15","Q",29,"1501",1,"0","0","0","0","0"
"1841","2014-15","Q",27,"307",1,"0","0","0","0","0"
"1842","2014-15","Q",27,"716",1,"0","0","0","0","0"
"1843","2014-15","Q",26,"200",1,"0","0","0","0","0"
"1844","2014-15","Q",28,"850",1,"0","1","0","1","0"
"1845","2014-15","Q",27,"930",1,"0","0","1","0","0"
"1846","2014-15","Q",28,"613",1,"0","0","0","0","0"
"1847","2014-15","Q",24,"1301",1,"0","0","0","0","0"
"1848","2014-15","Q",27,"703",1,"0","1","1","1","0"
"1849","2014-15","Q",27,"851",1,"1","1","2","2","0"
"1850","2014-15","Q",25,"966",1,"0","0","0","0","0"
"1851","2014-15","Q",27,"1456",1,"0","0","0","0","0"
"1852","2014-15","Q",29,"968",1,"1","0","3","0","1"
"1853","2014-15","Q",30,"332",1,"0","0","3","0","0"
"1854","2014-15","Q",30,"538",1,"0","0","0","0","0"
"1855","2014-15","Q",24,"957",1,"0","0","2","0","0"
"1856","2014-15","Q",27,"653",1,"0","1","2","0","1"
"1857","2014-15","Q",26,"666",1,"0","0","0","0","0"
"1858","2014-15","Q",29,"762",1,"0","1","1","0","1"
"1859","2014-15","Q",28,"1071",1,"1","0","1","1","0"
"1860","2014-15","Q",29,"554",1,"0","2","0","1","1"
"1861","2014-15","Q",24,"1090",1,"2","0","2","0","2"
"1862","2014-15","Q",25,"1035",1,"0","1","1","1","0"
"1863","2014-15","Q",28,"888",1,"1","0","0","1","0"
"1864","2014-15","Q",30,"1369",1,"0","0","0","0","0"
"1865","2014-15","Q",27,"688",1,"0","0","0","0","0"
"1866","2014-15","Q",27,"1331",1,"0","1","2","1","0"
"1867","2014-15","Q",24,"1540",1,"0","1","4","1","0"
"1868","2014-15","Q",30,"565",1,"0","1","0","1","0"
"1869","2014-15","Q",30,"1421",1,"1","2","4","2","1"
"1870","2014-15","Q",25,"1104",1,"0","0","0","0","0"
"1871","2014-15","Q",26,"373",1,"0","0","0","0","0"
"1872","2014-15","Q",29,"831",1,"1","0","0","1","0"
"1873","2014-15","Q",29,"353",1,"0","0","0","0","0"
"1874","2014-15","Q",26,"480",1,"0","0","0","0","0"
"1875","2014-15","Q",29,"459",1,"0","0","2","0","0"
"1876","2014-15","Q",29,"1021",1,"0","0","1","0","0"
"1877","2014-15","Q",29,"591",1,"0","0","0","0","0"
"1878","2014-15","Q",27,"1905",1,"1","2","2","1","2"
"1879","2014-15","Q",29,"825",1,"0","1","1","1","0"
"1880","2014-15","Q",28,"550",1,"0","0","0","0","0"
"1881","2014-15","Q",30,"1197",1,"0","1","6","0","1"
"1882","2014-15","Q",28,"384",1,"2","5","4","4","3"
"1883","2014-15","Q",24,"1797",1,"0","0","0","0","0"
"1884","2014-15","Q",28,"818",1,"0","0","1","0","0"
"1885","2014-15","Q",30,"2064",1,"1","1","2","2","0"
"1886","2014-15","Q",27,"693",1,"0","0","0","0","0"
"1887","2014-15","Q",29,"695",1,"1","1","3","1","1"
"1888","2014-15","Q",30,"1042",1,"0","0","0","0","0"
"1889","2014-15","Q",30,"1237",1,"0","0","0","0","0"
"1890","2014-15","Q",30,"1219",1,"0","0","0","0","0"
"1891","2014-15","Q",30,"439",1,"0","0","1","0","0"
"1892","2014-15","Q",30,"1385",1,"0","1","0","0","1"
"1893","2014-15","Q",24,"1418",1,"3","0","0","3","0"
"1894","2014-15","Q",29,"526",2,"0","1","1","0","1"
"1895","2014-15","Q",28,"1529",1,"2","1","0","3","0"
"1896","2014-15","Q",26,"1039",1,"0","1","2","1","0"
"1897","2014-15","Q",26,"655",1,"0","0","0","0","0"
"1898","2014-15","Q",28,"676",1,"0","0","0","0","0"
"1899","2014-15","Q",28,"679",1,"0","1","0","1","0"
"1900","2014-15","Q",26,"715",1,"0","0","0","0","0"
"1901","2014-15","Q",25,"631",1,"0","0","1","0","0"
"1902","2014-15","Q",25,"641",1,"0","1","1","1","0"
"1903","2014-15","Q",25,"737",1,"0","0","1","0","0"
"1904","2014-15","Q",30,"1255",1,"0","0","1","0","0"
"1905","2014-15","Q",25,"1366",3,"2","4","7","1","3"
"1906","2014-15","Q",25,"767",2,"0","0","1","0","0"
"1907","2014-15","Q",30,"558",1,"0","1","2","0","1"
"1908","2014-15","Q",26,"959",1,"0","1","1","1","0"
"1909","2014-15","Q",26,"964",1,"0","1","1","0","1"
"1910","2014-15","Q",28,"686",1,"0","0","0","0","0"
"1911","2014-15","Q",28,"759",1,"0","0","0","0","0"
"1912","2014-15","Q",29,"741",1,"0","1","0","1","0"
"1913","2014-15","Q",26,"499",1,"0","1","0","1","0"
"1914","2014-15","Q",26,"524",1,"0","0","1","0","0"
"1915","2014-15","Q",26,"414",1,"0","0","0","0","0"
"1916","2014-15","Q",27,"1302",1,"0","0","2","0","0"
"1917","2014-15","Q",29,"417",1,"0","0","1","0","0"
"1918","2014-15","Q",27,"602",1,"0","3","3","0","3"
"1919","2014-15","Q",25,"516",1,"1","0","0","1","0"
"1920","2014-15","Q",25,"1523",1,"0","1","2","1","0"
"1921","2014-15","Q",26,"825",2,"0","0","0","0","0"
"1922","2014-15","Q",26,"692",1,"0","0","0","0","0"
"1923","2014-15","Q",28,"3840",1,"2","2","5","4","0"
"1924","2014-15","Q",25,"1129",2,"0","1","2","0","0"
"1925","2014-15","Q",28,"1038",1,"1","4","1","4","0"
"1926","2014-15","Q",26,"896",2,"1","0","0","1","0"
"1927","2014-15","Q",29,"1110",2,"1","5","10","3","3"
"1928","2014-15","Q",25,"534",1,"0","0","0","0","0"
"1929","2014-15","Q",25,"1079",1,"1","2","0","1","1"
"1930","2014-15","Q",29,"656",1,"1","1","0","2","0"
"1931","2014-15","Q",28,"799",1,"0","0","1","0","0"
"1932","2014-15","Q",27,"548",1,"1","0","1","1","0"
"1933","2014-15","Q",27,"534",1,"1","1","0","0","1"
"1934","2014-15","Q",24,"1068",1,"0","0","0","0","0"
"1935","2014-15","Q",25,"472",1,"0","0","0","0","0"
"1936","2014-15","Q",25,"500",1,"0","0","0","0","0"
"1937","2014-15","Q",28,"1606",1,"2","3","3","3","2"
"1938","2014-15","Q",27,"1659",2,"0","9","8","3","4"
"1939","2014-15","Q",26,"912",1,"0","0","0","0","0"
"1940","2014-15","Q",30,"817",2,"0","1","4","1","0"
"1941","2014-15","Q",26,"321",1,"0","0","1","0","0"
"1942","2014-15","Q",28,"602",1,"0","0","0","0","0"
"1943","2014-15","Q",27,"738",1,"1","0","2","1","0"
"1944","2014-15","Q",26,"703",1,"0","0","1","0","0"
"1945","2014-15","Q",25,"618",1,"0","1","0","1","0"
"1946","2014-15","Q",27,"1901",1,"2","3","4","2","3"
"1947","2014-15","Q",30,"788",1,"0","0","0","0","0"
"1948","2014-15","Q",26,"453",1,"0","0","0","0","0"
"1949","2014-15","Q",25,"538",1,"0","0","0","0","0"
"1950","2014-15","Q",27,"499",2,"0","0","0","0","0"
"1951","2014-15","Q",26,"1381",1,"0","1","2","1","0"
"1952","2014-15","Q",25,"649",1,"0","1","0","0","1"
"1953","2014-15","Q",28,"711",1,"0","1","0","1","0"
"1954","2014-15","Q",26,"641",1,"0","0","0","0","0"
"1955","2014-15","Q",30,"332",1,"0","0","0","0","0"
"1956","2014-15","Q",27,"625",1,"0","1","1","1","0"
"1957","2014-15","Q",27,"649",2,"1","0","5","0","1"
"1958","2014-15","Q",27,"1384",3,"3","4","4","6","1"
"1959","2014-15","Q",30,"1642",1,"0","1","0","1","0"
"1960","2014-15","Q",30,"369",1,"0","0","0","0","0"
"1961","2014-15","Q",24,"1409",1,"0","0","0","0","0"
"1962","2014-15","Q",30,"1078",1,"0","1","1","1","0"
"1963","2014-15","Q",29,"873",2,"1","10","8","8","2"
"1964","2014-15","Q",27,"1085",1,"0","0","0","0","0"
"1965","2014-15","Q",24,"221",1,"0","0","0","0","0"
"1966","2014-15","Q",30,"774",2,"0","0","0","0","0"
"1967","2014-15","Q",25,"1850",2,"0","1","3","1","0"
"1968","2014-15","Q",29,"1565",1,"4","4","2","3","5"
"1969","2014-15","Q",24,"648",1,"0","0","0","0","0"
"1970","2014-15","Q",25,"402",1,"0","0","0","0","0"
"1971","2014-15","Q",25,"440",1,"0","0","0","0","0"
"1972","2014-15","Q",24,"398",1,"0","0","0","0","0"
"1973","2014-15","Q",24,"927",1,"1","0","0","1","0"
"1974","2014-15","Q",29,"346",1,"0","0","1","0","0"
"1975","2014-15","Q",27,"530",1,"0","0","0","0","0"
"1976","2014-15","Q",27,"661",1,"0","1","0","1","0"
"1977","2014-15","Q",24,"984",1,"0","0","0","0","0"
"1978","2014-15","X",9,"739",1,"0","0","2","0","0"
"1979","2014-15","Q",27,"480",1,"0","0","1","0","0"
"1980","2014-15","Q",29,"540",1,"0","1","0","1","0"
"1981","2014-15","Q",26,"689",1,"0","0","1","0","0"
"1982","2014-15","Q",29,"590",1,"0","1","0","1","0"
"1983","2014-15","Q",29,"678",1,"0","1","1","1","0"
"1984","2014-15","Q",27,"306",1,"0","0","0","0","0"
"1985","2014-15","Q",28,"569",1,"0","0","1","0","0"
"1986","2014-15","Q",28,"937",1,"0","0","0","0","0"
"1987","2014-15","Q",30,"575",1,"0","0","0","0","0"
"1988","2014-15","Q",24,"572",1,"0","0","0","0","0"
"1989","2014-15","Q",24,"431",1,"0","0","0","0","0"
"1990","2014-15","Q",30,"904",1,"0","2","0","2","0"
"1991","2014-15","Q",24,"135",1,"0","0","0","0","0"
"1992","2014-15","Q",27,"103",1,"0","0","0","0","0"
"1993","2014-15","Q",30,"155",1,"0","0","1","0","0"
"1994","2014-15","Q",27,"900",2,"4","7","4","6","4"
"1995","2014-15","Q",30,"2496",1,"1","16","13","10","5"
"1996","2014-15","Q",30,"863",3,"2","0","2","2","0"
"1997","2014-15","Q",26,"3336",1,"1","7","4","3","3"
"1998","2014-15","Q",27,"1448",3,"2","11","18","6","6"
"1999","2014-15","Q",26,"3505",1,"1","9","11","7","1"
"2000","2014-15","Q",29,"2019",4,"3","5","8","6","2"
"2001","2014-15","Q",25,"3667",1,"3","14","33","9","6"
"2002","2014-15","Q",26,"4172",1,"3","13","4","11","3"
"2003","2014-15","Q",26,"1854",2,"2","5","28","4","3"
"2004","2014-15","Q",30,"874",1,"1","3","0","3","0"
"2005","2014-15","Q",30,"2123",1,"2","4","12","3","1"
"2006","2014-15","Q",24,"2080",2,"1","5","6","3","3"
"2007","2014-15","Q",24,"1136",2,"0","3","4","2","0"
"2008","2014-15","Q",27,"959",1,"0","0","2","0","0"
"2009","2014-15","Q",25,"2950",5,"2","10","10","8","3"
"2010","2014-15","Q",28,"557",1,"1","0","2","1","0"
"2011","2014-15","Q",27,"1690",4,"2","7","17","3","6"
"2012","2014-15","Q",28,"2059",4,"2","4","12","3","3"
"2013","2014-15","Q",27,"2175",2,"1","6","36","4","3"
"2014","2014-15","Q",27,"2879",2,"2","9","18","2","7"
"2015","2014-15","Q",24,"1828",1,"0","5","6","3","2"
"2016","2014-15","R",31,"769",2,"0","3","1","3","0"
"2017","2014-15","R",31,"998",1,"0","0","1","0","0"
"2018","2014-15","Q",29,"1496",6,"1","2","12","2","1"
"2019","2014-15","Q",25,"504",1,"0","1","0","1","0"
"2020","2014-15","Q",28,"3286",1,"4","6","11","7","3"
"2021","2014-15","Q",25,"1132",1,"0","3","0","3","0"
"2022","2014-15","Q",24,"1023",2,"0","1","0","0","1"
"2023","2014-15","Q",26,"1120",1,"3","2","6","4","1"
"2024","2014-15","Q",30,"808",1,"0","2","0","1","0"
"2025","2014-15","Q",24,"973",1,"0","2","1","2","0"
"2026","2014-15","Q",28,"226",1,"0","0","0","0","0"
"2027","2014-15","Q",24,"1553",1,"0","3","7","1","1"
"2028","2014-15","Q",24,"2168",1,"0","1","5","0","1"
"2029","2014-15","Q",28,"2098",1,"3","6","8","7","2"
"2030","2014-15","Q",29,"428",1,"1","2","1","1","2"
"2031","2014-15","Q",27,"93",1,"0","0","0","0","0"
"2032","2014-15","Q",28,"2166",3,"0","3","1","1","1"
"2033","2014-15","Q",28,"604",1,"0","5","12","0","3"
"2034","2014-15","Q",28,"779",1,"0","1","1","1","0"
"2035","2014-15","Q",25,"701",1,"0","3","3","3","0"
"2036","2014-15","Q",24,"1716",1,"0","0","0","0","0"
"2037","2014-15","Q",24,"484",1,"0","1","0","0","1"
"2038","2014-15","Q",30,"970",1,"0","2","8","0","2"
"2039","2014-15","Q",26,"401",1,"0","0","0","0","0"
"2040","2014-15","Q",28,"3344",1,"0","0","0","0","0"
"2041","2014-15","Q",24,"1522",3,"0","1","2","1","0"
"2042","2014-15","Q",30,"572",1,"1","0","0","1","0"
"2043","2014-15","Q",24,"1293",4,"0","1","3","1","0"
"2044","2014-15","Q",28,"426",1,"0","0","0","0","0"
"2045","2014-15","Q",25,"205",1,"0","0","2","0","0"
"2046","2014-15","Q",30,"478",1,"0","0","0","0","0"
"2047","2014-15","Q",29,"372",1,"0","2","1","1","0"
"2048","2014-15","Q",30,"475",1,"0","0","1","0","0"
"2049","2014-15","Q",24,"542",1,"0","0","0","0","0"
"2050","2014-15","Q",27,"505",1,"0","0","0","0","0"
"2051","2014-15","Q",24,"610",1,"0","1","1","1","0"
"2052","2014-15","Q",30,"653",1,"0","0","0","0","0"
"2053","2014-15","Q",26,"302",1,"0","0","0","0","0"
"2054","2014-15","Q",24,"3",1,"0","2","1","1","0"
"2055","2014-15","R",31,"520",1,"0","0","0","0","0"
"2056","2014-15","R",31,"816",1,"0","1","5","0","0"
"2057","2014-15","X",9,"453",1,"0","0","0","0","0"
"2058","2014-15","R",31,"800",1,"0","0","0","0","0"
"2059","2014-15","R",31,"245",1,"0","0","0","0","0"
"2060","2014-15","R",31,"688",1,"0","2","0","1","1"
"2061","2014-15","R",31,"1234",1,"0","1","2","1","0"
"2062","2014-15","R",31,"554",1,"0","1","0","1","0"
"2063","2014-15","R",31,"282",1,"0","0","2","0","0"
"2064","2014-15","R",31,"861",1,"0","0","2","0","0"
"2065","2014-15","R",31,"1165",1,"0","3","1","0","2"
"2066","2014-15","X",7,"525",1,"0","2","0","1","0"
"2067","2014-15","R",31,"682",2,"1","2","0","1","2"
"2068","2014-15","R",31,"637",1,"0","1","1","0","1"
"2069","2014-15","R",31,"622",1,"0","0","1","0","0"
"2070","2014-15","R",31,"487",1,"0","0","1","0","0"
"2071","2014-15","R",31,"404",1,"0","1","1","1","0"
"2072","2014-15","R",31,"1067",1,"1","0","3","1","0"
"2073","2014-15","R",31,"504",1,"1","0","0","1","0"
"2074","2014-15","R",31,"1371",1,"0","1","1","1","0"
"2075","2014-15","R",31,"222",1,"0","0","0","0","0"
"2076","2014-15","R",31,"1114",1,"0","9","15","0","8"
"2077","2014-15","R",31,"744",1,"0","0","1","0","0"
"2078","2014-15","R",31,"792",1,"0","0","0","0","0"
"2079","2014-15","R",31,"453",1,"0","0","1","0","0"
"2080","2014-15","R",31,"714",1,"0","1","0","0","1"
"2081","2014-15","R",31,"379",1,"0","0","1","0","0"
"2082","2014-15","R",31,"912",1,"0","0","0","0","0"
"2083","2014-15","R",31,"370",1,"1","0","0","1","0"
"2084","2014-15","R",31,"547",1,"0","0","1","0","0"
"2085","2014-15","R",31,"479",2,"1","0","2","1","0"
"2086","2014-15","R",31,"706",1,"0","0","1","0","0"
"2087","2014-15","R",31,"934",1,"0","0","0","0","0"
"2088","2014-15","R",31,"944",1,"0","0","0","0","0"
"2089","2014-15","R",31,"1443",3,"1","1","6","0","2"
"2090","2014-15","R",31,"942",1,"0","1","2","1","0"
"2091","2014-15","R",31,"891",1,"0","1","0","1","0"
"2092","2014-15","R",31,"324",1,"0","1","0","1","0"
"2093","2014-15","R",31,"152",1,"0","0","0","0","0"
"2094","2014-15","R",31,"812",2,"0","10","8","7","3"
"2095","2014-15","R",31,"857",1,"0","0","0","0","0"
"2096","2014-15","R",31,"1245",1,"1","11","4","8","4"
"2097","2014-15","R",31,"502",1,"0","0","0","0","0"
"2098","2014-15","R",31,"710",1,"0","1","0","1","0"
"2099","2014-15","R",31,"778",1,"0","0","0","0","0"
"2100","2014-15","R",31,"644",1,"0","0","0","0","0"
"2101","2014-15","R",31,"694",1,"0","1","0","0","0"
"2102","2014-15","R",31,"723",1,"1","1","1","1","1"
"2103","2014-15","R",31,"800",1,"0","0","0","0","0"
"2104","2014-15","R",31,"129",1,"0","0","0","0","0"
"2105","2014-15","R",31,"922",1,"0","2","0","1","0"
"2106","2014-15","R",31,"1131",1,"0","6","8","3","2"
"2107","2014-15","R",31,"885",1,"0","1","3","1","0"
"2108","2014-15","R",31,"1258",1,"0","1","3","1","0"
"2109","2014-15","R",31,"1357",1,"0","0","2","0","0"
"2110","2014-15","R",31,"2791",2,"2","13","38","6","5"
"2111","2014-15","R",31,"1247",1,"0","0","2","0","0"
"2112","2014-15","R",31,"1628",1,"2","14","20","4","9"
"2113","2014-15","R",31,"2499",1,"5","24","29","21","8"
"2114","2014-15","R",31,"4204",2,"1","18","33","13","4"
"2115","2014-15","R",31,"3363",1,"2","19","25","9","6"
"2116","2014-15","R",31,"160",1,"1","1","6","1","1"
"2117","2014-15","R",31,"624",1,"0","2","5","2","0"
"2118","2014-15","R",31,"388",1,"0","1","0","1","0"
"2119","2014-15","R",31,"1037",2,"2","5","37","0","5"
"2120","2014-15","R",31,"394",1,"0","0","0","0","0"
"2121","2014-15","R",31,"313",1,"0","0","2","0","0"
"2122","2014-15","R",31,"366",1,"0","0","3","0","0"
"2123","2014-15","R",31,"855",1,"0","1","0","0","1"
"2124","2014-15","R",31,"1327",1,"1","3","1","4","0"
"2125","2014-15","X",7,"707",1,"1","1","2","1","1"
"2126","2014-15","X",9,"906",2,"0","5","2","2","3"
"2127","2014-15","X",10,"337",1,"1","1","0","2","0"
"2128","2014-15","X",9,"755",3,"2","1","5","2","1"
"2129","2014-15","X",7,"799",1,"0","1","7","0","1"
"2130","2014-15","X",12,"619",1,"0","2","3","0","2"
"2131","2014-15","X",10,"728",1,"1","0","2","0","1"
"2132","2014-15","X",10,"1129",1,"1","3","1","4","0"
"2133","2014-15","X",10,"867",1,"1","0","0","1","0"
"2134","2014-15","X",11,"253",1,"0","0","3","0","0"
"2135","2014-15","X",8,"612",1,"0","0","0","0","0"
"2136","2014-15","X",10,"1218",2,"3","2","2","4","1"
"2137","2014-15","X",11,"570",1,"0","0","0","0","0"
"2138","2014-15","X",7,"576",1,"1","1","1","2","0"
"2139","2014-15","X",11,"504",1,"0","0","2","0","0"
"2140","2014-15","X",10,"1110",1,"0","0","1","0","0"
"2141","2014-15","X",11,"707",1,"0","1","2","0","0"
"2142","2014-15","X",12,"625",1,"1","0","0","0","1"
"2143","2014-15","X",8,"604",1,"0","0","0","0","0"
"2144","2014-15","X",9,"947",2,"2","0","13","1","1"
"2145","2014-15","X",10,"568",1,"0","0","0","0","0"
"2146","2014-15","X",10,"977",1,"0","0","3","0","0"
"2147","2014-15","X",7,"490",1,"0","0","1","0","0"
"2148","2014-15","X",9,"488",1,"0","0","0","0","0"
"2149","2014-15","X",10,"770",2,"1","3","8","1","1"
"2150","2014-15","X",7,"468",1,"0","1","0","1","0"
"2151","2014-15","X",9,"740",1,"0","0","1","0","0"
"2152","2014-15","X",7,"750",1,"0","0","4","0","0"
"2153","2014-15","X",7,"624",1,"0","0","0","0","0"
"2154","2014-15","X",10,"831",1,"0","0","0","0","0"
"2155","2014-15","X",10,"1061",1,"0","1","1","0","0"
"2156","2014-15","X",10,"463",1,"0","0","1","0","0"
"2157","2014-15","X",9,"710",1,"1","1","1","2","0"
"2158","2014-15","X",8,"789",1,"1","1","0","2","0"
"2159","2014-15","X",10,"648",1,"0","1","2","0","1"
"2160","2014-15","X",8,"561",2,"1","4","26","1","3"
"2161","2014-15","X",7,"667",2,"0","0","0","0","0"
"2162","2014-15","X",11,"933",1,"1","1","0","2","0"
"2163","2014-15","X",12,"477",2,"2","6","3","5","1"
"2164","2014-15","X",10,"716",1,"1","1","6","0","2"
"2165","2014-15","X",10,"1252",1,"1","1","1","1","1"
"2166","2014-15","X",12,"1136",1,"2","1","1","3","0"
"2167","2014-15","X",8,"873",1,"1","0","4","0","1"
"2168","2014-15","X",7,"713",1,"0","1","0","1","0"
"2169","2014-15","X",12,"429",3,"1","2","0","2","0"
"2170","2014-15","X",9,"1321",1,"1","1","2","0","2"
"2171","2014-15","X",10,"486",1,"0","0","0","0","0"
"2172","2014-15","X",9,"720",1,"1","2","1","0","3"
"2173","2014-15","X",12,"816",2,"1","1","2","1","1"
"2174","2014-15","X",10,"603",1,"1","0","0","1","0"
"2175","2014-15","X",8,"722",2,"3","2","9","5","0"
"2176","2014-15","X",12,"605",2,"1","1","1","2","0"
"2177","2014-15","X",8,"798",1,"0","1","2","0","1"
"2178","2014-15","X",9,"599",1,"0","5","3","1","2"
"2179","2014-15","X",9,"857",3,"0","0","0","0","0"
"2180","2014-15","X",7,"423",1,"0","1","0","0","1"
"2181","2014-15","X",12,"990",2,"0","1","7","0","1"
"2182","2014-15","X",12,"1227",2,"2","5","2","3","4"
"2183","2014-15","X",11,"749",1,"1","2","0","2","0"
"2184","2014-15","X",8,"474",1,"0","1","1","0","1"
"2185","2014-15","X",9,"1332",1,"0","1","2","0","1"
"2186","2014-15","X",8,"1693",1,"0","3","2","2","1"
"2187","2014-15","X",8,"877",1,"0","0","2","0","0"
"2188","2014-15","X",9,"827",1,"1","0","0","0","1"
"2189","2014-15","X",8,"1180",2,"1","1","5","2","0"
"2190","2014-15","X",8,"611",1,"0","2","2","1","0"
"2191","2014-15","X",11,"1049",1,"0","0","0","0","0"
"2192","2014-15","X",12,"1946",2,"0","1","1","1","0"
"2193","2014-15","X",11,"800",1,"0","2","3","0","2"
"2194","2014-15","X",10,"1315",3,"1","1","3","1","1"
"2195","2014-15","X",10,"1534",2,"3","9","4","4","5"
"2196","2014-15","X",10,"678",1,"0","0","2","0","0"
"2197","2014-15","X",9,"1158",3,"0","3","8","1","1"
"2198","2014-15","X",11,"1680",1,"0","0","2","0","0"
"2199","2014-15","X",10,"983",1,"1","4","5","4","1"
"2200","2014-15","X",10,"1700",1,"0","2","0","2","0"
"2201","2014-15","X",11,"630",1,"0","0","0","0","0"
"2202","2014-15","X",9,"205",1,"1","0","0","0","1"
"2203","2014-15","X",11,"1472",1,"0","3","6","1","2"
"2204","2014-15","X",11,"398",1,"1","2","0","2","1"
"2205","2014-15","X",9,"1122",2,"0","1","4","1","0"
"2206","2014-15","X",10,"742",1,"0","2","1","2","0"
"2207","2014-15","X",12,"488",1,"2","0","0","2","0"
"2208","2014-15","X",8,"403",1,"0","1","0","1","0"
"2209","2014-15","X",10,"1239",1,"0","1","0","1","0"
"2210","2014-15","X",10,"1679",2,"0","2","5","2","0"
"2211","2014-15","X",11,"985",1,"0","1","0","1","0"
"2212","2014-15","X",11,"738",1,"0","1","0","1","0"
"2213","2014-15","X",12,"971",3,"1","8","22","4","5"
"2214","2014-15","X",12,"496",2,"0","2","4","0","1"
"2215","2014-15","X",8,"583",1,"0","0","0","0","0"
"2216","2014-15","X",8,"1554",3,"0","0","1","0","0"
"2217","2014-15","X",12,"1275",3,"0","1","0","0","1"
"2218","2014-15","X",11,"1154",1,"0","0","0","0","0"
"2219","2014-15","X",9,"798",1,"0","0","0","0","0"
"2220","2014-15","X",11,"1368",1,"0","0","0","0","0"
"2221","2014-15","X",11,"1217",1,"0","1","6","1","0"
"2222","2014-15","X",11,"579",1,"0","0","2","0","0"
"2223","2014-15","X",9,"812",1,"0","0","2","0","0"
"2224","2014-15","X",9,"840",2,"0","2","0","1","0"
"2225","2014-15","X",11,"689",1,"0","1","0","0","0"
"2226","2014-15","X",11,"406",1,"0","0","0","0","0"
"2227","2014-15","X",11,"1038",4,"3","12","17","2","9"
"2228","2014-15","X",9,"833",1,"0","0","1","0","0"
"2229","2014-15","X",10,"773",2,"0","3","9","1","2"
"2230","2014-15","X",12,"631",3,"1","3","7","2","1"
"2231","2014-15","X",9,"870",2,"1","1","2","1","1"
"2232","2014-15","X",10,"1194",1,"3","10","27","5","4"
"2233","2014-15","X",8,"1030",1,"0","0","1","0","0"
"2234","2014-15","X",8,"191",1,"0","1","0","0","1"
"2235","2014-15","X",11,"980",1,"0","0","4","0","0"
"2236","2014-15","X",10,"768",1,"0","2","0","0","1"
"2237","2014-15","X",8,"809",2,"0","1","9","1","0"
"2238","2014-15","X",8,"703",2,"2","7","8","3","5"
"2239","2014-15","X",9,"723",1,"0","1","2","1","0"
"2240","2014-15","X",11,"945",2,"1","3","4","3","1"
"2241","2014-15","X",12,"907",2,"0","1","12","0","1"
"2242","2014-15","X",8,"482",1,"0","0","0","0","0"
