"","School.Year","Borough","Geographical.District.Code","Register","X..Schools","Major.N","Oth.N","NoCrim.N","Prop.N","Vio.N"
"1360","2014-15","K",18,"564",1,"0","0","1","0","0"
"1361","2014-15","K",20,"1375",1,"0","1","6","1","0"
"1362","2014-15","K",17,"424",1,"0","0","2","0","0"
"1363","2014-15","K",22,"885",1,"0","0","1","0","0"
"1364","2014-15","K",20,"1450",2,"0","2","0","2","0"
"1365","2015-16","K",19,"262",1,"0","0","1","0","0"
"1366","2014-15","K",19,"520",1,"1","0","0","0","1"
"1367","2014-15","K",21,"1367",2,"0","3","4","1","2"
"1368","2014-15","K",21,"1035",1,"0","1","0","1","0"
"1369","2014-15","K",20,"1271",1,"0","3","3","1","2"
"1370","2014-15","K",21,"1281",1,"1","2","3","0","3"
"1371","2014-15","K",20,"1174",1,"0","0","1","0","0"
"1372","2014-15","K",15,"1319",1,"0","0","0","0","0"
"1373","2014-15","K",18,"699",3,"2","12","14","8","5"
"1374","2014-15","K",18,"527",1,"0","0","0","0","0"
"1375","2014-15","K",22,"1924",1,"2","5","1","4","2"
"1376","2014-15","K",18,"1274",1,"0","0","0","0","0"
"1377","2014-15","K",22,"542",1,"0","0","0","0","0"
"1378","2014-15","K",20,"797",2,"0","0","1","0","0"
"1379","2014-15","K",21,"585",1,"0","0","2","0","0"
"1380","2014-15","K",21,"1299",1,"0","0","1","0","0"
"1381","2014-15","K",22,"874",1,"0","7","6","3","2"
"1382","2014-15","K",17,"603",1,"1","1","1","2","0"
"1383","2014-15","K",16,"260",1,"0","2","2","1","1"
"1384","2014-15","K",22,"320",1,"3","1","1","4","0"
"1385","2014-15","K",18,"730",2,"0","0","1","0","0"
"1386","2014-15","K",17,"573",2,"3","5","10","3","5"
"1387","2014-15","K",20,"822",1,"0","2","0","2","0"
"1388","2014-15","K",17,"901",1,"0","3","1","1","2"
"1389","2014-15","K",14,"714",1,"0","1","4","0","1"
"1390","2014-15","K",22,"609",1,"0","0","1","0","0"
"1391","2014-15","K",18,"251",2,"0","2","0","1","0"
"1392","2014-15","K",21,"867",1,"0","0","0","0","0"
"1393","2014-15","K",22,"739",1,"0","0","0","0","0"
"1394","2014-15","K",22,"917",1,"0","0","1","0","0"
"1395","2014-15","K",13,"327",1,"1","0","2","1","0"
"1396","2014-15","K",14,"679",1,"0","1","2","1","0"
"1397","2014-15","K",13,"265",2,"0","3","4","0","3"
"1398","2014-15","K",20,"1475",1,"0","1","1","0","1"
"1399","2014-15","K",19,"249",1,"0","0","0","0","0"
"1400","2014-15","K",15,"803",1,"0","0","1","0","0"
"1401","2014-15","K",16,"467",1,"0","1","3","1","0"
"1402","2014-15","K",23,"629",2,"1","1","0","2","0"
"1403","2014-15","K",20,"464",1,"0","0","0","0","0"
"1404","2014-15","K",13,"421",1,"0","5","6","1","4"
"1405","2014-15","K",18,"438",1,"0","0","0","0","0"
"1406","2014-15","K",22,"383",1,"1","0","0","0","1"
"1407","2014-15","K",13,"153",2,"0","0","0","0","0"
"1408","2014-15","K",23,"759",3,"1","7","1","4","3"
"1409","2014-15","K",18,"509",1,"0","0","0","0","0"
"1410","2014-15","K",19,"340",1,"0","1","0","0","1"
"1411","2014-15","K",32,"555",1,"0","0","0","0","0"
"1412","2014-15","K",23,"598",4,"1","4","8","2","1"
"1413","2014-15","K",18,"754",1,"0","2","0","1","0"
"1414","2014-15","K",22,"457",1,"0","1","0","1","0"
"1415","2014-15","K",22,"997",1,"0","4","3","2","2"
"1416","2014-15","K",18,"515",1,"0","0","2","0","0"
"1417","2014-15","K",21,"1159",1,"0","2","2","1","0"
"1418","2014-15","K",13,"930",1,"2","4","8","2","4"
"1419","2014-15","K",23,"560",1,"0","1","6","1","0"
"1420","2014-15","K",18,"807",1,"0","3","0","3","0"
"1421","2014-15","K",13,"199",1,"3","0","1","3","0"
"1422","2014-15","K",19,"353",1,"0","0","0","0","0"
"1423","2014-15","K",21,"503",1,"0","3","2","2","1"
"1424","2014-15","K",17,"433",1,"0","1","2","1","0"
"1425","2014-15","K",19,"587",1,"1","1","0","2","0"
"1426","2014-15","K",32,"692",3,"0","0","10","0","0"
"1427","2014-15","K",19,"694",2,"1","5","4","2","4"
"1428","2014-15","K",15,"716",3,"0","4","1","2","2"
"1429","2014-15","K",32,"343",1,"0","0","2","0","0"
"1430","2014-15","K",14,"237",1,"0","0","0","0","0"
"1431","2014-15","K",23,"416",2,"0","0","4","0","0"
"1432","2014-15","K",32,"349",1,"0","1","0","0","1"
"1433","2014-15","K",19,"785",4,"1","5","2","6","0"
"1434","2014-15","K",16,"434",2,"0","2","2","2","0"
"1435","2014-15","K",21,"1074",3,"1","1","3","1","1"
"1436","2014-15","K",16,"329",2,"0","0","0","0","0"
"1437","2014-15","K",13,"307",2,"0","0","1","0","0"
"1438","2014-15","K",19,"625",1,"2","6","8","4","4"
"1439","2014-15","K",13,"517",2,"0","1","2","0","1"
"1440","2014-15","K",14,"1607",1,"1","1","3","0","2"
"1441","2014-15","K",16,"261",2,"0","1","3","1","0"
"1442","2014-15","K",20,"422",1,"0","0","0","0","0"
"1443","2014-15","K",22,"898",1,"0","0","0","0","0"
"1444","2014-15","K",13,"918",2,"0","2","5","1","1"
"1445","2014-15","K",20,"1942",2,"1","2","2","3","0"
"1446","2014-15","K",17,"613",2,"1","1","3","2","0"
"1447","2014-15","K",13,"560",1,"0","0","1","0","0"
"1448","2014-15","K",17,"729",2,"1","0","1","0","1"
"1449","2014-15","K",15,"1472",1,"0","1","0","0","1"
"1450","2014-15","K",16,"227",3,"2","4","4","3","3"
"1451","2014-15","K",23,"598",1,"1","4","7","2","2"
"1452","2014-15","K",19,"288",2,"0","0","0","0","0"
"1453","2014-15","K",21,"450",1,"0","2","1","1","1"
"1454","2014-15","K",20,"621",1,"0","3","1","2","1"
"1455","2014-15","K",23,"317",2,"0","0","2","0","0"
"1456","2014-15","K",15,"197",1,"0","0","1","0","0"
"1457","2014-15","K",16,"433",2,"0","1","5","1","0"
"1458","2014-15","K",19,"634",1,"0","0","1","0","0"
"1459","2014-15","M",2,"760",1,"0","0","1","0","0"
"1460","2014-15","K",19,"924",2,"1","0","4","0","1"
"1461","2014-15","K",23,"1079",2,"0","1","2","0","1"
"1462","2014-15","K",19,"346",1,"0","1","1","0","0"
"1463","2014-15","K",18,"509",1,"0","1","1","1","0"
"1464","2014-15","K",15,"652",1,"2","1","1","0","3"
"1465","2014-15","K",21,"347",2,"0","0","1","0","0"
"1466","2014-15","K",15,"272",1,"5","13","11","11","7"
"1467","2014-15","K",32,"595",1,"0","2","0","2","0"
"1468","2014-15","K",32,"485",2,"0","0","2","0","0"
"1469","2014-15","K",14,"658",1,"0","0","1","0","0"
"1470","2014-15","K",32,"918",2,"0","4","3","4","0"
"1471","2014-15","K",32,"688",1,"0","2","0","0","2"
"1472","2014-15","Q",27,"210",1,"0","2","0","2","0"
"1473","2014-15","K",17,"355",3,"0","0","2","0","0"
"1474","2014-15","K",17,"324",2,"3","7","3","6","3"
"1475","2014-15","K",22,"625",1,"1","1","1","1","1"
"1476","2014-15","K",23,"263",1,"0","1","0","1","0"
"1477","2014-15","K",17,"314",1,"0","0","1","0","0"
"1478","2014-15","K",17,"709",2,"0","0","1","0","0"
"1479","2014-15","K",17,"501",1,"0","0","0","0","0"
"1480","2014-15","K",21,"1754",5,"1","7","10","6","1"
"1481","2014-15","K",22,"3787",1,"0","5","5","2","3"
"1482","2014-15","K",21,"2594",2,"3","7","32","2","8"
"1483","2014-15","K",22,"3088",1,"4","14","28","10","7"
"1484","2014-15","K",18,"1260",4,"7","18","6","20","5"
"1485","2014-15","K",19,"1368",5,"4","9","21","2","11"
"1486","2014-15","K",19,"767",2,"1","6","2","3","3"
"1487","2014-15","K",13,"5447",1,"2","6","9","5","1"
"1488","2014-15","K",19,"1602",5,"2","4","24","3","2"
"1489","2014-15","K",17,"1499",4,"1","9","22","5","3"
"1490","2014-15","K",20,"3480",1,"1","5","14","4","2"
"1491","2014-15","K",14,"2697",3,"4","19","61","15","6"
"1492","2014-15","K",16,"1211",4,"3","3","23","5","1"
"1493","2014-15","K",13,"319",4,"2","2","6","2","1"
"1494","2014-15","K",15,"1625",4,"0","8","13","5","3"
"1495","2014-15","K",17,"2398",6,"2","6","10","6","2"
"1496","2014-15","K",20,"3504",2,"0","3","4","2","1"
"1497","2014-15","K",17,"1450",4,"2","5","11","4","3"
"1498","2014-15","K",32,"1271",4,"1","6","26","5","2"
"1499","2014-15","K",20,"1329",1,"0","3","7","2","0"
"1500","2014-15","K",20,"1018",1,"0","0","0","0","0"
"1501","2014-15","K",20,"4372",1,"3","6","12","6","3"
"1502","2014-15","K",22,"952",5,"4","11","18","9","4"
"1503","2014-15","K",18,"1044",3,"3","2","10","2","2"
"1504","2014-15","K",18,"1730",6,"5","8","13","7","6"
"1505","2014-15","K",15,"186",1,"2","0","3","2","0"
"1506","2014-15","K",21,"3968",1,"4","9","16","11","1"
"1507","2014-15","K",22,"1081",1,"0","0","0","0","0"
"1508","2014-15","K",21,"2006",1,"1","8","5","5","4"
"1509","2014-15","K",32,"358",1,"0","0","0","0","0"
"1510","2014-15","K",15,"1333",1,"0","4","3","1","3"
"1511","2014-15","K",13,"1389",3,"0","7","11","1","6"
"1512","2014-15","K",17,"1271",1,"1","3","1","3","0"
"1513","2014-15","K",17,"1499",1,"5","11","19","5","11"
"1514","2014-15","K",14,"782",3,"0","3","5","1","1"
"1515","2014-15","K",19,"1093",1,"0","10","6","6","4"
"1516","2014-15","K",21,"613",1,"5","6","13","7","3"
"1517","2014-15","K",17,"811",2,"0","3","7","1","2"
"1518","2014-15","K",19,"647",1,"0","0","0","0","0"
"1519","2014-15","K",14,"1770",3,"1","6","33","5","2"
"1520","2014-15","K",20,"618",1,"0","0","1","0","0"
"1521","2014-15","M",2,"465",1,"0","1","0","1","0"
"1522","2014-15","K",15,"1388",2,"1","9","8","7","1"
"1523","2014-15","K",19,"506",1,"1","0","2","0","1"
"1524","2014-15","K",21,"901",1,"0","0","1","0","0"
"1525","2014-15","K",21,"506",1,"0","1","0","1","0"
"1526","2014-15","K",21,"199",1,"0","0","7","0","0"
"1527","2014-15","K",22,"302",1,"0","0","0","0","0"
"1528","2014-15","K",15,"169",1,"0","0","0","0","0"
"1529","2014-15","K",14,"244",1,"2","2","2","4","0"
"1530","2014-15","K",15,"207",1,"0","2","1","2","0"
"1531","2014-15","K",15,"596",1,"0","2","5","0","2"
"1532","2014-15","K",13,"1260",3,"2","5","15","4","3"
"1533","2014-15","K",15,"174",1,"0","3","1","1","1"
"1534","2014-15","K",19,"454",1,"0","0","1","0","0"
"1535","2014-15","K",19,"479",1,"0","0","2","0","0"
"1536","2014-15","K",17,"126",1,"1","1","1","2","0"
"1537","2014-15","K",15,"166",1,"0","1","0","1","0"
"1538","2014-15","K",15,"530",2,"0","1","0","1","0"
"1539","2014-15","K",15,"605",1,"0","1","1","0","0"
"1540","2014-15","K",15,"1050",2,"0","0","1","0","0"
"1541","2014-15","K",22,"581",1,"0","0","0","0","0"
"1542","2014-15","K",22,"208",1,"0","0","0","0","0"
"1543","2014-15","K",19,"269",1,"1","0","0","1","0"
"1544","2014-15","K",18,"191",1,"0","1","3","0","1"
"1545","2014-15","K",22,"603",1,"0","0","0","0","0"
"1546","2014-15","K",32,"316",1,"1","0","2","1","0"
"1547","2014-15","K",19,"308",1,"0","0","4","0","0"
"1548","2014-15","K",13,"200",1,"0","0","2","0","0"
"1549","2014-15","K",23,"242",1,"4","4","7","6","1"
"1550","2014-15","K",13,"419",2,"0","1","1","0","1"
"1551","2014-15","K",17,"197",1,"0","4","3","1","3"
"1552","2014-15","K",13,"504",1,"1","5","6","4","1"
"1553","2014-15","K",32,"514",1,"0","2","5","1","1"
"1554","2014-15","K",13,"916",1,"1","6","8","3","1"
"1555","2014-15","K",20,"336",1,"0","1","0","1","0"
"1556","2014-15","K",16,"596",1,"1","2","10","1","2"
"1557","2014-15","K",13,"364",1,"0","0","0","0","0"
"1558","2014-15","M",2,"809",1,"0","2","0","1","1"
"1559","2014-15","M",6,"684",1,"0","0","2","0","0"
"1560","2014-15","M",2,"726",1,"0","0","0","0","0"
"1561","2014-15","M",5,"537",1,"0","0","7","0","0"
"1562","2014-15","M",4,"562",2,"1","2","8","1","2"
"1563","2014-15","M",6,"581",1,"0","0","2","0","0"
"1564","2014-15","M",3,"888",2,"0","0","0","0","0"
"1565","2014-15","M",5,"1428",1,"2","6","7","4","4"
"1566","2014-15","M",2,"872",1,"0","0","0","0","0"
"1567","2014-15","M",4,"1161",5,"0","3","2","2","0"
"1568","2014-15","M",1,"183",1,"0","1","1","1","0"
"1569","2014-15","M",2,"897",2,"0","3","3","3","0"
"1570","2014-15","M",1,"419",2,"0","3","2","1","2"
"1571","2014-15","M",1,"633",1,"1","1","3","1","1"
"1572","2014-15","M",1,"1735",1,"0","2","3","1","1"
"1573","2014-15","M",1,"1126",3,"3","7","11","1","7"
"1574","2014-15","M",6,"766",1,"2","0","0","2","0"
"1575","2014-15","M",5,"840",3,"0","1","3","1","0"
"1576","2014-15","M",2,"634",1,"1","1","0","2","0"
"1577","2014-15","M",1,"395",1,"0","3","1","1","2"
"1578","2014-15","M",2,"989",2,"0","4","0","4","0"
"1579","2014-15","M",2,"757",1,"1","0","0","0","1"
"1580","2014-15","M",2,"776",1,"0","1","0","1","0"
"1581","2014-15","M",5,"862",4,"0","5","23","2","3"
"1582","2014-15","M",3,"1272",3,"2","3","0","5","0"
"1583","2014-15","M",4,"283",2,"1","2","2","2","1"
"1584","2014-15","M",5,"859",1,"1","2","1","2","1"
"1585","2014-15","M",6,"664",1,"0","1","0","0","1"
"1586","2014-15","M",2,"365",2,"0","3","2","1","1"
"1587","2014-15","M",6,"618",1,"1","0","1","1","0"
"1588","2014-15","M",4,"338",1,"0","5","2","2","2"
"1589","2014-15","M",6,"797",3,"1","2","4","3","0"
"1590","2014-15","M",3,"813",1,"1","4","1","2","3"
"1591","2014-15","M",6,"625",1,"0","0","2","0","0"
"1592","2014-15","M",1,"1,286",4,"0","8","3","4","4"
"1593","2014-15","M",4,"856",1,"0","0","1","0","0"
"1594","2014-15","M",2,"242",1,"3","3","18","2","3"
"1595","2014-15","M",1,"666",1,"0","2","1","2","0"
"1596","2014-15","M",1,"544",2,"0","1","0","1","0"
"1597","2014-15","M",1,"501",2,"0","0","0","0","0"
"1598","2014-15","M",1,"419",1,"0","1","0","1","0"
"1599","2014-15","M",4,"416",1,"0","0","2","0","0"
"1600","2014-15","M",1,"971",3,"0","1","0","1","0"
"1601","2014-15","M",2,"572",1,"0","0","0","0","0"
"1602","2014-15","M",2,"1616",3,"1","1","1","2","0"
"1603","2014-15","M",4,"563",1,"0","0","1","0","0"
"1604","2014-15","M",3,"755",2,"0","0","2","0","0"
"1605","2014-15","M",3,"520",1,"0","1","0","1","0"
"1606","2014-15","M",5,"250",1,"1","2","1","0","3"
"1607","2014-15","M",4,"805",2,"0","2","0","1","1"
"1608","2014-15","M",5,"470",1,"0","0","0","0","0"
"1609","2014-15","M",3,"718",2,"0","0","0","0","0"
"1610","2014-15","M",3,"875",1,"0","1","2","0","0"
"1611","2014-15","M",3,"856",2,"5","10","17","9","5"
"1612","2014-15","M",2,"734",2,"0","1","1","1","0"
"1613","2014-15","M",6,"1091",3,"0","4","9","1","2"
"1614","2014-15","M",5,"308",1,"0","3","1","3","0"
"1615","2014-15","M",6,"438",1,"0","1","0","1","0"
"1616","2014-15","M",4,"455",1,"1","1","0","2","0"
"1617","2014-15","M",1,"545",1,"0","0","2","0","0"
"1618","2014-15","M",4,"166",3,"0","1","0","0","1"
"1619","2014-15","M",4,"337",1,"0","4","4","4","0"
"1620","2014-15","M",4,"316",1,"1","1","1","2","0"
"1621","2014-15","M",2,"1073",1,"1","6","1","3","4"
"1622","2014-15","M",4,"322",1,"1","1","4","1","0"
"1623","2014-15","M",4,"626",1,"0","2","2","1","1"
"1624","2014-15","M",2,"465",1,"0","3","0","2","1"
"1625","2014-15","M",4,"364",1,"0","0","1","0","0"
"1626","2014-15","M",3,"100",1,"0","0","3","0","0"
"1627","2014-15","M",2,"449",1,"0","0","0","0","0"
"1628","2014-15","M",6,"550",1,"0","0","1","0","0"
"1629","2014-15","M",2,"696",1,"1","0","0","1","0"
"1630","2014-15","M",4,"1187",3,"0","6","3","4","2"
"1631","2014-15","M",3,"1156",3,"0","2","1","0","2"
"1632","2015-16","Q",24,"1008",1,"0","1","3","1","0"
"1633","2014-15","M",4,"265",2,"1","2","1","2","0"
"1634","2014-15","M",5,"575",1,"1","2","9","1","2"
"1635","2014-15","M",2,"864",1,"0","0","0","0","0"
"1636","2014-15","M",5,"877",3,"1","0","0","1","0"
"1637","2014-15","M",2,"811",1,"1","1","1","2","0"
"1638","2014-15","M",1,"482",1,"3","4","7","1","6"
"1639","2014-15","M",6,"778",2,"1","1","1","1","0"
"1640","2014-15","M",5,"491",1,"0","1","1","0","1"
"1641","2014-15","M",2,"999",1,"0","0","0","0","0"
"1642","2014-15","M",2,"1057",3,"0","4","2","2","1"
"1643","2014-15","M",6,"670",2,"0","2","0","1","0"
"1644","2014-15","M",5,"235",1,"0","0","3","0","0"
"1645","2014-15","Q",28,"847",1,"0","0","0","0","0"
"1646","2014-15","M",1,"441",2,"0","3","1","3","0"
"1647","2014-15","M",3,"586",2,"1","0","6","1","0"
"1648","2014-15","M",5,"866",4,"3","10","20","4","5"
"1649","2014-15","M",1,"665",1,"1","2","0","3","0"
"1650","2014-15","M",1,"380",1,"0","0","1","0","0"
"1651","2014-15","M",1,"386",1,"1","0","4","0","1"
"1652","2014-15","M",6,"1103",2,"1","4","6","4","1"
"1653","2014-15","M",3,"221",2,"0","2","0","1","0"
"1654","2014-15","M",6,"1022",2,"0","0","1","0","0"
"1655","2014-15","M",5,"320",1,"0","0","1","0","0"
"1656","2014-15","M",4,"527",2,"1","2","10","3","0"
"1657","2014-15","M",2,"817",2,"0","0","0","0","0"
"1658","2014-15","M",5,"884",1,"0","0","3","0","0"
"1659","2014-15","M",3,"599",1,"0","0","0","0","0"
"1660","2014-15","M",6,"423",2,"0","4","2","0","4"
"1661","2014-15","M",3,"1169",2,"2","1","5","3","0"
"1662","2014-15","M",3,"615",1,"0","1","0","1","0"
"1663","2014-15","M",2,"1364",1,"1","1","4","0","1"
"1664","2014-15","M",2,"325",1,"0","3","1","1","2"
"1665","2014-15","M",4,"1009",2,"0","1","1","1","0"
"1666","2014-15","M",6,"766",2,"1","0","2","1","0"
"1667","2014-15","M",5,"368",1,"0","1","4","1","0"
"1668","2014-15","M",6,"687",2,"0","0","0","0","0"
"1669","2014-15","M",6,"271",1,"0","2","0","2","0"
"1670","2014-15","M",3,"625",1,"0","1","1","1","0"
"1671","2014-15","M",2,"595",1,"0","0","0","0","0"
"1672","2014-15","M",3,"251",1,"4","2","2","6","0"
"1673","2014-15","M",6,"792",1,"2","0","0","2","0"
"1674","2014-15","M",6,"1066",1,"0","0","1","0","0"
"1675","2014-15","M",2,"646",1,"0","0","0","0","0"
"1676","2014-15","M",3,"490",1,"0","3","3","2","1"
"1677","2014-15","M",6,"669",3,"0","1","0","1","0"
"1678","2014-15","M",5,"173",2,"1","3","1","3","1"
"1679","2014-15","M",5,"276",1,"1","3","7","1","3"
"1680","2014-15","M",5,"326",1,"1","3","2","1","3"
"1681","2014-15","M",2,"812",2,"0","0","1","0","0"
"1682","2014-15","M",3,"889",1,"0","1","0","1","0"
"1683","2014-15","M",5,"504",1,"0","1","0","1","0"
"1684","2014-15","M",4,"693",2,"0","1","0","0","1"
"1685","2014-15","M",3,"287",1,"0","2","1","1","0"
"1686","2014-15","M",3,"157",1,"0","1","0","0","1"
"1687","2014-15","M",6,"1151",3,"0","4","2","2","2"
"1688","2014-15","M",6,"280",1,"0","0","0","0","0"
"1689","2014-15","M",2,"729",1,"0","0","1","0","0"
"1690","2014-15","M",6,"473",1,"0","0","0","0","0"
"1691","2014-15","M",2,"320",1,"0","0","0","0","0"
"1692","2014-15","M",2,"536",1,"0","0","1","0","0"
"1693","2014-15","M",2,"1214",2,"0","1","2","1","0"
"1694","2014-15","M",2,"104",1,"0","0","1","0","0"
"1695","2014-15","M",2,"447",1,"0","7","7","2","3"
"1696","2014-15","M",2,"1337",3,"4","14","15","7","10"
"1697","2014-15","M",2,"350",1,"1","0","3","1","0"
"1698","2014-15","M",2,"83",1,"0","0","0","0","0"
"1699","2014-15","M",5,"221",1,"0","0","0","0","0"
"1700","2014-15","M",4,"1880",2,"3","3","7","3","3"
"1701","2014-15","M",3,"2635",1,"0","3","8","2","1"
"1702","2014-15","M",2,"2308",6,"7","10","24","12","3"
"1703","2014-15","M",2,"667",1,"1","9","13","6","4"
"1704","2014-15","M",2,"1927",5,"2","8","9","4","2"
"1705","2014-15","M",1,"304",1,"0","1","2","1","0"
"1706","2014-15","M",2,"407",1,"0","1","1","0","1"
"1707","2014-15","M",6,"629",1,"0","3","4","2","0"
"1708","2014-15","M",2,"2237",7,"2","8","25","6","3"
"1709","2014-15","M",2,"659",1,"0","0","0","0","0"
"1710","2014-15","M",6,"2495",5,"4","13","27","9","8"
"1711","2014-15","M",3,"1438",5,"3","14","24","10","4"
"1712","2014-15","Q",30,"993",1,"0","1","1","0","1"
"1713","2014-15","M",2,"2471",3,"0","7","15","3","3"
"1714","2014-15","M",2,"3296",1,"0","1","1","1","0"
"1715","2014-15","M",2,"1820",5,"0","3","2","0","2"
"1716","2014-15","M",2,"415",1,"0","0","0","0","0"
"1717","2014-15","M",2,"2072",2,"1","10","2","7","4"
"1718","2014-15","M",2,"157",1,"0","0","0","0","0"
"1719","2014-15","M",3,"2467",6,"2","11","60","7","3"
"1720","2014-15","M",4,"413",1,"0","2","2","1","1"
"1721","2014-15","M",5,"241",3,"2","0","3","1","1"
"1722","2014-15","M",3,"526",1,"0","4","8","4","0"
"1723","2014-15","M",1,"409",2,"1","7","1","5","3"
"1724","2014-15","M",2,"1364",4,"7","10","25","8","8"
"1725","2014-15","M",6,"197",1,"0","0","0","0","0"
"1726","2014-15","M",2,"2200",5,"2","7","26","7","2"
"1727","2014-15","M",6,"1354",1,"10","17","16","13","12"
"1728","2014-15","M",2,"1770",1,"1","7","11","7","1"
"1729","2014-15","M",2,"881",2,"0","1","5","0","1"
"1730","2014-15","M",2,"901",4,"2","7","10","3","6"
"1731","2014-15","M",2,"1450",5,"1","5","6","5","1"
"1732","2014-15","M",2,"928",3,"2","0","1","1","1"
"1733","2014-15","M",2,"697",1,"2","4","12","4","2"
"1734","2014-15","M",2,"713",1,"1","0","3","1","0"
"1735","2014-15","M",2,"733",1,"0","1","0","1","0"
"1736","2014-15","M",1,"198",1,"0","5","2","2","2"
"1737","2014-15","M",2,"64",1,"0","0","2","0","0"
"1738","2014-15","M",2,"796",1,"0","3","8","1","2"
"1739","2014-15","M",2,"2062",3,"1","7","22","4","2"
"1740","2014-15","M",3,"1285",1,"0","0","0","0","0"
"1741","2014-15","M",2,"184",1,"0","0","0","0","0"
"1742","2014-15","M",3,"334",1,"0","3","2","1","1"
"1743","2014-15","M",2,"541",1,"0","0","0","0","0"
"1744","2014-15","M",2,"161",1,"0","0","0","0","0"
"1745","2014-15","M",2,"451",1,"0","0","0","0","0"
"1746","2014-15","M",6,"504",1,"0","0","0","0","0"
"1747","2014-15","M",2,"352",2,"0","1","5","1","0"
"1748","2014-15","M",2,"699",1,"3","8","12","6","4"
"1749","2014-15","M",4,"480",1,"0","0","0","0","0"
"1750","2014-15","M",2,"246",1,"0","3","0","2","0"
"1751","2014-15","M",6,"396",1,"1","0","0","1","0"
"1752","2014-15","M",2,"150",1,"0","1","0","1","0"
"1753","2014-15","M",5,"210",1,"0","1","0","1","0"
"1754","2014-15","M",5,"218",1,"0","0","0","0","0"
"1755","2014-15","M",6,"538",1,"0","0","0","0","0"
"1756","2014-15","M",2,"266",1,"0","2","1","2","0"
"1757","2014-15","M",3,"231",1,"0","0","1","0","0"
"1758","2014-15","M",2,"79",1,"0","0","0","0","0"
"1759","2014-15","M",5,"561",1,"1","2","4","3","0"
"1760","2014-15","M",2,"430",1,"0","0","0","0","0"
"1761","2014-15","Q",30,"653",1,"0","0","1","0","0"
"1762","2014-15","Q",28,"209",1,"0","0","1","0","0"
"1763","2014-15","Q",24,"1789",1,"0","1","4","1","0"
